loan_id,original_loan_amount,loan_to_value_ratio,debt_to_income_ratio,credit_score,current_loan_balance,monthly_payment,prepayment_penalty_flag,property_type,occupancy_status,loan_purpose,number_of_borrowers,first_time_homebuyer_flag,servicer_name,current_interest_rate,zero_balance_code,zero_balance_date
LOAN_003165,124817.11932482809,62.763184122471415,37.94115934573546,734.6848495931129,232868.59288668874,1813.728607117183,N,SF,S,P,2,Y,BANK OF AMERICA,4.522683585650695,03,2024-11-09
LOAN_003166,261007.6293440555,84.74407297669329,35.19733305995001,772.9310801375718,242489.28548471365,2193.047908964874,Y,SF,P,R,2,N,BANK OF AMERICA,5.304061299575645,03,2024-02-22
LOAN_003167,315805.3489920132,49.389855695256,17.55637515850212,700.5743702484623,326552.4117628742,919.716663716874,Y,SF,P,P,1,Y,CHASE,6.628001181535811,03,2024-01-03
LOAN_003168,290337.632998511,66.23656360211872,36.33301236255648,660.6857934490766,239012.0422506426,1678.8095688494916,N,SF,P,P,1,N,CHASE,4.3527403905994015,03,2024-04-03
LOAN_003169,258403.30720526414,100.0,31.142652300633202,571.2364292995643,83823.33842017726,892.1077506896297,Y,CO,P,C,2,N,WELLS FARGO,6.196158757276618,03,2024-11-17
LOAN_003170,205425.3939303219,60.479805531160785,42.63364084950919,728.2103703494136,370310.66761671327,1666.824172773574,N,SF,P,P,2,N,WELLS FARGO,4.558624829531799,03,2024-11-23
LOAN_003171,360824.61916849687,92.2170418763963,38.07419182382428,707.4400767505578,171961.96160778432,1646.107063216063,N,SF,I,P,2,Y,CHASE,3.832341387151347,06,2024-07-17
LOAN_003172,168286.8080053415,66.21073846929282,35.503804701530214,663.1621735903207,267238.1407535544,1263.4939854525708,N,MH,S,C,2,Y,BANK OF AMERICA,5.974374677148431,03,2024-07-27
LOAN_003173,377602.79138434754,82.63567717195716,13.15775202469844,725.0041969722029,144577.73493326668,1616.7277622430968,N,SF,P,R,2,N,BANK OF AMERICA,3.837274368155865,03,2024-02-15
LOAN_003174,199778.29810732754,84.81533535894326,29.109994633915292,788.4786138091908,209129.65173687873,1625.8936793360906,N,SF,P,P,1,N,QUICKEN,4.371011584486844,03,2024-02-01
LOAN_003175,224756.4762646965,91.93435102774421,24.421077400963437,808.9510467957743,215081.12828892795,1459.1605702897684,N,SF,P,P,2,Y,CHASE,4.100956438258232,03,2024-05-12
LOAN_003176,153321.4809384323,71.99619259780836,32.523659241830735,597.1890065260487,263933.68754313316,1397.70047342843,N,SF,P,P,2,Y,QUICKEN,7.419899802614168,15,2024-09-23
LOAN_003177,249859.78531143634,100.0,25.844517285573563,691.1310959187732,179829.41844268984,817.813479157144,N,SF,P,C,2,Y,CHASE,3.87213278561982,03,2024-02-02
LOAN_003178,397531.2458477979,66.15995153122229,27.24054223906694,796.8820169918741,408626.7707931661,954.6424210191261,N,CO,S,P,2,N,QUICKEN,3.599963089552316,06,2024-01-12
LOAN_003179,351562.8088443956,78.5133062039934,34.59033904906704,847.683282761842,251962.5716476973,1192.8875274634836,N,SF,P,P,2,N,WELLS FARGO,5.944587157631584,03,2024-09-12
LOAN_003180,397842.21120280353,78.67915398326411,25.67861886431224,654.6189077473266,320483.34552811773,995.6610198336166,N,SF,S,C,3,N,WELLS FARGO,4.09175108487913,03,2024-10-02
LOAN_003181,352214.2545933936,58.170478200758765,31.215915395740126,830.2658343386062,249291.6472968726,1213.3559343516179,N,CO,P,C,2,N,BANK OF AMERICA,3.1031870186951496,03,2024-08-13
LOAN_003182,189633.01714696307,70.71191617531319,14.805881091256936,611.9922974212305,329781.4471726154,1461.9216447417487,N,SF,P,P,2,N,WELLS FARGO,5.484813351089583,03,2024-07-21
LOAN_003183,266921.07756724424,77.4227024885761,21.675985232399412,811.8627650495956,81947.9984432169,1544.1249912016588,N,CO,S,P,2,N,CHASE,3.4925124631565794,02,2024-04-29
LOAN_003184,221980.08708825373,68.5181843530587,36.560435672029605,697.4594934235727,193620.3599246649,1780.8388543616506,N,SF,S,C,2,Y,QUICKEN,4.160060792317407,03,2024-01-04
LOAN_003185,433057.490403904,100.0,17.698078833035254,845.0258612515,208256.32619779016,1578.4417318993414,N,SF,P,C,2,N,WELLS FARGO,5.242617742528891,03,2024-05-15
LOAN_003186,180321.13535736885,62.42064489600704,42.45725077602997,682.8775026995764,207609.1600772438,1559.5039627436463,N,SF,P,C,2,N,CHASE,4.7993951929712315,03,2024-08-22
LOAN_003187,389369.7689389111,92.69136702210642,39.74399355301321,695.2087418591728,291494.2270034304,1768.203160115224,N,SF,P,P,2,N,CHASE,3.753479936679384,03,2024-05-28
LOAN_003188,389295.3870108769,87.8468971972318,27.317700646602134,709.3285896636921,296973.1978291604,1041.5560649220627,Y,SF,P,P,2,N,BANK OF AMERICA,4.338250613677357,03,2024-09-08
LOAN_003189,482962.0201716087,74.79206798243592,59.98734105502464,597.0359876221685,244075.88143380554,1083.377776178966,N,SF,P,P,2,N,BANK OF AMERICA,3.639472703974843,02,2024-02-25
LOAN_003190,259031.34073705025,62.0218641922163,42.431035778482936,579.0021863393072,246056.28974852618,1313.3945327730598,N,MH,I,C,1,N,CHASE,5.677562128659498,03,2024-12-14
LOAN_003191,371232.2159580162,63.47617019412345,20.50720493294265,760.812335443257,445240.9329656205,1151.3980110676323,N,SF,P,P,1,Y,WELLS FARGO,4.827896189515198,03,2024-09-13
LOAN_003192,528165.1836538843,67.23049051175235,37.46174053700048,799.0769877882685,275967.47553609754,623.4652160146914,N,SF,P,P,2,N,BANK OF AMERICA,2.4482014400853624,03,2024-10-16
LOAN_003193,238235.83230663033,48.21388077080606,30.658630663197574,768.6062002272882,71983.41848338884,1787.9933977471592,N,SF,P,C,4,N,CHASE,2.1055490504090826,09,2024-12-04
LOAN_003194,146495.97524676402,59.948018613010646,22.23287909140589,619.6819508657181,311608.9919107251,1000.8408670319352,N,CO,P,C,2,N,WELLS FARGO,5.078837983641229,03,2024-10-25
LOAN_003195,111998.99660922363,52.76285226954536,19.30090856833791,758.4150996057633,294757.2176058327,2405.8031524675325,N,SF,P,R,2,Y,BANK OF AMERICA,4.59339018160742,03,2024-12-02
LOAN_003196,371271.2028861331,95.18812504766575,39.94893334888379,640.7836821037037,342747.5929315429,1582.6838238612722,N,SF,P,P,2,N,BANK OF AMERICA,5.34299890253784,03,2024-03-05
LOAN_003197,111684.97919414163,84.27693588582328,24.020545353758664,752.6122166578932,297871.85825574177,749.13711335455,N,SF,P,C,2,N,WELLS FARGO,3.181962815414971,03,2024-11-29
LOAN_003198,262768.09470620775,86.78961148298191,28.98123644962948,810.503931616195,177619.63061561226,1833.466659742746,N,SF,P,R,1,N,BANK OF AMERICA,4.446160720145574,03,2024-01-03
LOAN_003199,343731.3187038961,83.83247927312921,20.789740717734716,749.3973482668015,321200.364274751,1516.6388816623826,N,CO,P,P,1,N,BANK OF AMERICA,5.033290687349242,03,2024-04-27
LOAN_003200,318517.5536829914,77.50451435001244,22.51842062701409,837.4827121793546,257944.47645974543,1645.4906290973624,N,SF,P,R,1,N,CHASE,3.3111163605167766,03,2024-05-15
LOAN_003201,342544.48641841725,96.91020498193706,28.73070799928528,708.0010022917804,333693.14515836345,1251.2167843057764,N,SF,P,R,2,N,CHASE,3.4948575098306556,09,2024-11-07
LOAN_003202,322228.9855800854,65.83856016402395,33.881822927241515,702.6680542956508,373831.92374697037,1034.3771083685615,N,SF,I,P,2,N,CHASE,4.0841573584339175,03,2024-12-11
LOAN_003203,427886.5813313393,76.60004483050567,5.0,725.3881038224624,240250.69898633027,769.3646736271671,N,CO,P,P,1,N,QUICKEN,6.618951291994204,03,2024-04-23
LOAN_003204,204768.3619261203,86.20588241736185,30.169197991667502,612.5887132961007,320063.7572992344,858.9994430142191,N,SF,P,P,2,N,QUICKEN,4.016072157326633,03,2024-11-13
LOAN_003205,232300.48615414687,55.181861522158066,22.538789874149643,687.7639139506306,332692.27835933294,815.9500822955013,N,SF,P,R,2,Y,WELLS FARGO,5.18102033283159,03,2024-09-06
LOAN_003206,222734.05547291762,100.0,44.02362653450225,694.7893464207948,262699.9894237045,1321.299486879549,N,SF,S,P,3,Y,WELLS FARGO,5.459161755135931,03,2024-11-15
LOAN_003207,383019.181186261,75.4284864416638,59.42752646005437,697.2800045370495,406647.2184195763,1474.1963370634728,N,CO,P,P,2,N,QUICKEN,4.129201336803973,03,2024-10-13
LOAN_003208,390039.85883950634,77.12984175863389,26.407209650462846,741.463293373073,333643.468670828,726.459852488803,N,SF,P,P,2,Y,CHASE,4.697371344615312,03,2024-10-15
LOAN_003209,345122.5319318508,93.85317047512382,12.777714392868056,601.5736704141367,203168.95908611527,1951.3389385749626,N,SF,P,C,2,N,BANK OF AMERICA,2.516347774927782,03,2024-05-26
LOAN_003210,418349.36668899277,88.72432999515335,31.168769699185663,628.3508812911599,270806.3481452046,1570.822372753845,N,CO,P,P,2,N,CHASE,6.427745101851798,03,2024-03-03
LOAN_003211,182195.91326236195,75.57117029094688,27.945706705067952,810.5655677310776,318813.5122401644,2713.5584854314075,N,SF,P,P,2,N,CHASE,4.5786911298516735,03,2024-11-16
LOAN_003212,466722.4111551137,76.95194157147063,49.713506490012904,559.4201420748952,403607.15363411675,1297.4506065402113,N,CO,P,P,3,Y,QUICKEN,4.331394710282123,06,2024-01-16
LOAN_003213,452323.86217122583,52.43777203578031,46.66589343375543,769.3096855098275,299668.52717063087,2616.485689599216,N,SF,P,P,2,Y,CHASE,3.117044535049735,03,2024-06-10
LOAN_003214,373562.1997245747,66.65301333225035,38.653749705965645,690.1152255361853,273156.8096113013,1872.9925676561975,N,SF,P,P,1,Y,BANK OF AMERICA,3.855668784465854,03,2024-03-21
LOAN_003215,478179.890877106,82.75815324238441,24.133059187873418,732.8097985330761,351105.14691775775,520.3284311590164,N,CO,P,R,2,N,CHASE,6.954561728673445,03,2024-05-04
LOAN_003216,134337.6792322226,81.6583925856433,36.77766566180804,844.6479028267152,232443.65929508448,904.6644723234355,N,SF,I,C,1,N,WELLS FARGO,4.311458175769346,03,2024-09-10
LOAN_003217,247555.18637373482,93.31748625006131,32.65006359068304,709.5053771307741,170801.43159691792,1658.9753805978874,N,SF,P,C,1,Y,QUICKEN,3.8752412388607933,03,2024-05-03
LOAN_003218,226469.65393180476,73.19248412665013,32.41323203299391,770.0310404404615,306300.5086582522,626.2043749142645,N,CO,S,P,2,Y,CHASE,3.94896450514949,03,2024-06-13
LOAN_003219,372147.9323757343,54.190702298537005,14.417701514321298,724.6853574145532,219746.53933936174,1051.8716529516528,N,SF,P,P,1,N,WELLS FARGO,2.0,03,2024-11-19
LOAN_003220,194985.92603978544,90.85095646163516,40.61795338453646,711.2499064197356,467261.51496963337,703.8312000577541,N,CO,P,R,2,Y,WELLS FARGO,4.4376057866138074,03,2024-01-22
LOAN_003221,375749.5149337485,96.54134019273025,31.078083283112353,701.345976172771,270237.5947249407,2569.355897945993,N,PU,P,C,2,N,CHASE,4.878708344335242,03,2024-09-03
LOAN_003222,437053.6143996713,88.47366859284344,28.99158652455425,776.0846678804982,306789.51902382635,2049.313978395244,N,SF,P,P,1,N,QUICKEN,3.5885800794412477,03,2024-11-01
LOAN_003223,369520.2900083999,72.54549493713763,23.998435049911727,661.4718507102928,199733.9923030235,1330.5085701744192,N,SF,P,P,1,Y,WELLS FARGO,4.764052812102645,03,2024-04-14
LOAN_003224,328375.1023661501,90.66579077814869,22.063835003466224,629.4381449158989,351168.033826538,2256.201147472777,N,CO,P,P,1,Y,WELLS FARGO,4.767877821332898,03,2024-03-22
LOAN_003225,201212.66590992507,100.0,33.17258581278982,725.957997874487,247844.07548553136,2128.9540851555876,N,SF,I,P,3,N,BANK OF AMERICA,2.0,06,2024-06-30
LOAN_003226,215314.90338746354,76.72728471660713,12.508371981419181,735.4227202870796,240037.08897356494,2155.169928938302,N,SF,P,C,1,N,QUICKEN,4.730339809465205,03,2024-09-17
LOAN_003227,424961.8905296667,55.323949616323134,37.89498759650043,574.0673467680832,241958.23110689755,1220.3345109736856,Y,SF,I,R,3,N,WELLS FARGO,5.019159630026634,03,2024-02-23
LOAN_003228,377934.90039053326,66.20572425671772,19.458945630043146,719.1610057111469,146687.6560030937,1345.5570533205735,N,CO,P,P,3,N,WELLS FARGO,3.5426542139211987,03,2024-04-19
LOAN_003229,296098.0480622456,84.38214000456077,9.41319313794708,621.8498463028391,229957.87035878812,951.7038710657154,N,SF,I,C,1,N,BANK OF AMERICA,5.245203949925761,03,2024-03-02
LOAN_003230,258209.04542341095,50.92793533652906,48.21895315926021,770.1474485958256,293693.26402330707,1443.1428270258518,Y,SF,P,P,2,N,CHASE,3.329281579285491,03,2024-02-24
LOAN_003231,97419.21268886232,77.54104612368104,21.419129506544216,575.7052115282694,126369.10084500657,1093.7212240951656,N,CO,P,C,2,N,CHASE,4.653223051902432,03,2024-01-11
LOAN_003232,192914.75813155613,80.70504975473824,22.77840838478304,850.0,331733.52191976685,962.9352602623533,N,CO,P,P,1,N,QUICKEN,4.648728848480287,03,2024-02-22
LOAN_003233,491141.9087139723,98.02682609718978,41.34538331008075,692.9441266691338,228532.9236697501,2065.798683727818,N,SF,S,P,2,N,BANK OF AMERICA,5.4969027478424906,03,2024-11-29
LOAN_003234,171954.44289975334,94.65292284081451,48.54430900516641,650.803044121015,269578.13873210084,1835.805608257479,N,SF,P,P,2,N,CHASE,5.0621967202516895,03,2024-11-16
LOAN_003235,318947.98212210805,87.96877187627656,14.669984213965698,697.3622031705445,71278.84827679346,1058.7930635462294,N,MH,P,C,2,Y,WELLS FARGO,4.227507020555746,03,2024-08-20
LOAN_003236,400744.39731951983,42.55981484228206,20.438319397493306,764.5016686907113,267998.9648525906,1972.726844852551,N,SF,P,C,2,Y,WELLS FARGO,7.170895300912629,09,2024-09-29
LOAN_003237,174507.73319977074,88.81579692071888,21.173211778394034,791.2376071387949,166548.24941939523,1654.409024074709,N,SF,P,C,2,N,WELLS FARGO,5.9443959922775,03,2024-06-26
LOAN_003238,318471.0474781083,85.5827007909037,39.34801662695654,698.0550951980131,221883.33080232659,1342.3179739002064,N,SF,P,C,1,N,BANK OF AMERICA,3.533761592089408,03,2024-06-08
LOAN_003239,393791.5537510655,78.8391656561752,46.39132127929533,604.9047668150248,124602.75659863377,2295.3804080213804,N,SF,P,P,4,N,QUICKEN,4.233413634241436,03,2024-12-16
LOAN_003240,301249.93219072506,49.046668107817716,19.197474384219213,623.0162293102255,179449.47494703258,1652.69134924664,N,SF,P,C,1,N,BANK OF AMERICA,4.359555052894172,03,2024-01-16
LOAN_003241,586840.3055666769,63.34839136219409,44.147453379682204,742.9110158992596,236915.33481804281,2388.7605044542693,Y,SF,I,P,3,N,QUICKEN,2.9990931685527524,03,2024-05-21
LOAN_003242,133140.07411218047,57.497658456989,22.90965888471298,798.9861703608361,228259.8061289738,1782.9523044100526,N,SF,S,C,2,Y,QUICKEN,3.5786344315508374,03,2024-10-21
LOAN_003243,405872.8529883879,44.77487340739364,33.36122902945572,809.3980201267295,320762.4280390125,1825.9361390066947,N,MH,S,C,2,N,WELLS FARGO,5.157606248029358,02,2024-03-13
LOAN_003244,282719.82626035355,74.95627272877809,17.285463005721823,733.4474060328625,100554.3100540096,962.0738855521398,N,SF,P,P,3,N,WELLS FARGO,4.5719442014834035,03,2024-08-12
LOAN_003245,377192.0154836675,63.03266817835831,28.78069586418002,797.3839652945138,245890.456359928,1221.448212861867,Y,SF,P,P,2,N,BANK OF AMERICA,3.2843323032058063,16,2024-07-28
LOAN_003246,344130.7151699246,100.0,28.888872859272837,850.0,242073.3901253078,2228.732036239298,N,CO,P,P,1,N,BANK OF AMERICA,4.321156229460306,03,2024-10-30
LOAN_003247,226684.38028900034,72.46842090843136,26.848416936847265,815.2278170189034,213375.4349025457,2080.96829403794,N,SF,P,P,2,N,CHASE,3.4516423178495064,03,2024-05-04
LOAN_003248,322899.639245934,94.4062973379894,33.849709813196974,793.7630321123497,176943.52903751063,1320.833471913558,N,SF,S,P,2,N,QUICKEN,3.9509504949157606,06,2024-12-12
LOAN_003249,114209.85486017127,51.46351462960163,19.92969135147474,655.4754253526173,338174.1665743837,823.531290543496,N,PU,P,P,2,N,WELLS FARGO,7.356608522362787,03,2024-05-28
LOAN_003250,360324.7500571394,67.04865620992695,21.162767018131582,797.0095696342403,413817.0852773055,2329.886974943809,N,SF,I,P,1,Y,WELLS FARGO,4.745611361537927,03,2024-08-13
LOAN_003251,329815.84659905254,76.45346814051472,34.378721449493554,756.8985982310998,112875.10472301746,2033.3213695195684,N,SF,P,C,2,N,WELLS FARGO,5.287133789819952,03,2024-02-15
LOAN_003252,363866.01686431025,61.377690770884946,43.42035330975729,772.0516502693711,176065.2009026952,927.7874443533065,N,SF,P,P,1,Y,CHASE,5.494691271264139,03,2024-10-11
LOAN_003253,405811.832508715,68.66698972792884,29.77186305952077,820.8885023155609,169651.15698682284,927.7259014099129,N,SF,P,P,1,N,BANK OF AMERICA,4.7104486098235805,06,2024-12-22
LOAN_003254,336761.9840209711,71.73073640634692,35.03670773462173,748.6846278694553,227478.26389087137,2416.776077466236,N,SF,S,P,1,N,QUICKEN,4.677018355347119,06,2024-10-07
LOAN_003255,314808.9419798276,71.49138021832658,37.5808001029734,711.796293547083,350467.6538579358,1246.1915653106832,N,PU,P,R,2,N,BANK OF AMERICA,5.14475539180972,03,2024-06-16
LOAN_003256,211893.1663338708,100.0,38.305051886334915,634.4107353871264,292213.63778198074,1255.0826126577372,N,CO,P,C,3,N,QUICKEN,4.58543251280403,03,2024-01-04
LOAN_003257,228777.9236350949,80.67339428147265,20.464752741633617,696.278694588374,237691.79416497378,1159.7377020315832,Y,SF,P,R,2,N,QUICKEN,4.748619847857894,09,2024-02-20
LOAN_003258,418673.4620177331,82.19265844411954,22.22989769795096,737.0281813730147,251309.00492988992,1677.734978988985,N,SF,S,P,1,N,WELLS FARGO,4.40026789176831,03,2024-07-18
LOAN_003259,443633.54057059786,83.09482161517606,23.09925406056465,742.2095472146023,224478.98768128414,799.8623065617262,N,CO,P,P,2,Y,QUICKEN,4.014743449855125,03,2024-12-27
LOAN_003260,276188.9563687946,84.18939566005669,49.286338008939644,739.5101038936259,309091.7463970608,1618.7979963730177,N,SF,P,C,2,N,BANK OF AMERICA,2.8271071572957314,03,2024-01-29
LOAN_003261,304600.2747253274,73.75669524187703,35.081929391719044,796.7607887808836,318826.81028592004,796.631370148069,Y,SF,I,P,2,Y,QUICKEN,3.5671102532149477,03,2024-07-16
LOAN_003262,209538.5625006234,70.1888044278173,34.63315720385017,789.2291760173697,297303.8332251102,800.148297136698,N,SF,P,R,2,Y,BANK OF AMERICA,4.165307775613038,06,2024-04-26
LOAN_003263,417275.6845267445,77.50224089277417,33.66235753183739,715.0329406834722,74276.69690969918,817.1825517233029,Y,SF,P,P,1,Y,BANK OF AMERICA,4.285425985858243,03,2024-01-03
LOAN_003264,366541.68236917787,92.3520592337021,16.79206596380501,652.2190314035241,251051.26058049567,836.4126814878646,N,SF,P,C,2,N,WELLS FARGO,5.703554052321988,03,2024-02-18
LOAN_003265,494121.7436463749,91.89357282654575,49.38190470777039,750.6686349422057,235077.14397138768,1861.1820885185866,N,SF,P,C,1,N,WELLS FARGO,4.759082432584039,03,2024-04-08
LOAN_003266,212167.6922820261,71.39402286467383,34.7918753078696,850.0,329304.28900595225,1861.3455661082296,N,CO,I,P,2,N,CHASE,4.838942002495642,03,2024-03-19
LOAN_003267,262199.2100981783,86.51765542002167,37.23160112654953,745.6994220223235,269128.5237031616,1418.6486837162804,N,CO,P,P,2,N,QUICKEN,3.03266542035266,03,2024-09-18
LOAN_003268,323144.5922525572,72.08123005440498,12.344787110841978,696.3260838101424,294539.08343459154,1184.2191038975095,Y,SF,P,P,1,N,BANK OF AMERICA,4.2949825460809965,03,2024-08-24
LOAN_003269,364648.95377257705,75.50805824152866,37.79643852361518,762.8668921973729,210376.23630636497,2190.8987673358406,N,SF,I,C,2,Y,QUICKEN,3.5093187240401242,03,2024-09-01
LOAN_003270,278433.23624523677,67.89714927668705,26.43787549872373,767.6589007009019,325151.8703150475,1847.419808723132,Y,CO,I,P,1,N,QUICKEN,6.257904746401297,03,2024-08-13
LOAN_003271,212703.89095462995,72.2753229164065,16.772170252737627,766.7720480324621,348705.17838710453,910.6571269426848,N,MH,P,C,2,Y,WELLS FARGO,3.559717231634034,03,2024-02-15
LOAN_003272,388140.7528923571,95.11995104324521,20.46236334128203,829.8304156036561,119840.68979998541,1675.2800402947876,N,SF,I,P,3,Y,CHASE,4.934072870601166,03,2024-09-22
LOAN_003273,372113.53625455813,76.38631721008855,17.351057915466335,750.8874365562776,146304.87839295575,1649.493182923921,N,PU,P,C,2,N,BANK OF AMERICA,7.223469795672056,03,2024-01-30
LOAN_003274,208372.5899436275,77.02923762828478,17.182158048853896,826.0329788328279,310996.29576953524,1859.22539938815,N,CO,P,C,2,N,QUICKEN,4.951791469113193,03,2024-07-21
LOAN_003275,435544.2801105496,53.29173331113063,30.6054782036421,738.4187290990009,236208.61642174056,2874.503867381333,N,MH,I,P,1,N,WELLS FARGO,2.0,03,2024-07-11
LOAN_003276,417019.8709196604,70.36134138550905,26.13237211268349,840.9998614007098,332297.09493048245,1090.78396232756,N,SF,P,P,2,Y,QUICKEN,5.552120315677666,03,2024-06-23
LOAN_003277,313429.6497247793,71.38027644382908,33.34069362161387,816.5388156591683,269345.6635350119,1777.211594993962,N,PU,P,P,1,Y,CHASE,4.407976885924324,03,2024-11-30
LOAN_003278,307959.78623760364,62.56284771834892,46.759758710680046,793.7439529242321,305429.4171084824,2248.009777196644,Y,SF,S,P,2,Y,BANK OF AMERICA,2.9722507359525823,03,2024-03-23
LOAN_003279,355405.7771115907,75.32498117555345,28.704962863726625,783.1348588610321,190221.0096211519,2359.1217519022184,N,SF,S,P,3,Y,CHASE,4.621610466980776,03,2024-04-24
LOAN_003280,213829.6929743742,68.56226564658519,7.551107060415731,850.0,277183.5073621502,1590.2747884549349,Y,SF,P,P,2,Y,WELLS FARGO,5.164098214109034,03,2024-09-01
LOAN_003281,303003.1479164082,76.19993782865373,27.580417884521836,806.1294070933145,277410.55172331637,846.178532919972,N,SF,P,C,2,N,QUICKEN,3.222571324761823,03,2024-09-12
LOAN_003282,84761.64553908198,76.82254514728402,41.93394436397872,652.054639630039,194888.4800272594,602.5516756217492,N,SF,P,P,2,N,BANK OF AMERICA,4.955088583606308,03,2024-12-11
LOAN_003283,387645.56455029355,60.663684632660335,29.140605275031703,739.6720441174657,330135.4781420163,1913.2339317098554,N,SF,P,P,4,N,QUICKEN,4.875272205259654,03,2024-05-25
LOAN_003284,143850.67775581407,69.01947326275216,45.293306536917015,698.822658541819,98374.26881465488,1671.264472164447,N,SF,I,P,1,Y,WELLS FARGO,5.821494444646296,03,2024-10-31
LOAN_003285,450341.98284289986,76.1606142414125,34.52941593137819,850.0,266616.5629276207,1564.064285006811,N,SF,S,P,1,Y,QUICKEN,4.5312600154391465,03,2024-04-26
LOAN_003286,266987.990603355,92.76449146735088,11.617302656026109,820.1150047676366,146473.81283974476,1641.3228322998377,N,CO,P,P,1,N,BANK OF AMERICA,4.955522896044485,03,2024-08-24
LOAN_003287,278833.3018068823,78.85078759193611,31.095822504383584,850.0,168215.86865959503,1989.257956118848,N,SF,S,P,2,Y,WELLS FARGO,2.9293370258728064,09,2024-08-02
LOAN_003288,237226.60939154943,65.07097230123858,32.97001294264729,659.2004377412175,328878.9510636992,1773.1717029458716,N,SF,P,C,2,N,BANK OF AMERICA,4.923308612820379,09,2024-01-13
LOAN_003289,271196.11260779237,80.98507138865779,40.80355801273644,808.1339742839971,162006.01307593926,1693.3276803826648,Y,SF,S,C,2,N,BANK OF AMERICA,4.826491081847966,03,2024-12-20
LOAN_003290,441853.13451480365,100.0,48.19636571611568,610.8376813571174,158628.87962983063,1203.2086393750844,Y,SF,P,C,2,N,BANK OF AMERICA,4.170517353492726,03,2024-04-04
LOAN_003291,51219.134346492065,88.75059708883528,39.07725519708699,592.6294132689613,296425.7765368558,2019.7395425202762,N,CO,P,R,1,N,QUICKEN,5.054389836097947,03,2024-12-24
LOAN_003292,427696.5386088188,83.2128979565343,34.40479797387217,688.2435094020725,161137.27327825682,1211.3497802511456,N,SF,P,P,2,Y,CHASE,5.532706810033911,09,2024-01-20
LOAN_003293,333802.3481101708,85.88385263223482,36.761882715783464,840.9900109996564,331456.7621512426,1983.8732023392424,N,SF,P,P,1,Y,BANK OF AMERICA,3.895623570150028,03,2024-07-29
LOAN_003294,179297.83521427843,96.59931062142945,28.319931935504325,640.590796723687,301568.4145622917,1303.6726087888908,N,SF,P,P,1,N,BANK OF AMERICA,4.14089350864276,03,2024-09-05
LOAN_003295,192468.7606950762,91.1344019102649,15.371221631925707,718.6550522541405,187788.49101061607,1794.7145785745704,N,SF,P,P,1,N,BANK OF AMERICA,6.749838012672722,09,2024-12-29
LOAN_003296,467639.3027208203,83.50140571676486,30.414960862228604,815.1074294564709,328430.05457544455,2381.8060717610324,Y,SF,P,P,1,Y,QUICKEN,2.742218373036451,03,2024-02-02
LOAN_003297,205449.31200572688,91.02963329385128,33.65290327458906,787.7130528927443,94914.4679182584,1830.286444561776,N,SF,P,P,2,N,QUICKEN,5.67608497378899,03,2024-09-07
LOAN_003298,184664.94894040405,58.77523355603908,17.96342374088077,850.0,287799.3105172463,2208.1748945063014,N,CO,P,P,1,N,WELLS FARGO,6.977025055143555,03,2024-03-02
LOAN_003299,413731.45423647296,52.46602121489578,43.26621639499942,720.2697593767889,150301.47806034482,1314.2830546406608,N,SF,P,P,2,N,QUICKEN,2.958685428111604,03,2024-04-23
LOAN_003300,333855.2876285914,77.35647975965745,40.054110154824315,684.6696364295466,208136.04697075934,1548.080368152528,N,SF,P,P,2,N,CHASE,6.064623332999577,06,2024-10-27
LOAN_003301,206207.44234636013,76.03021064475807,16.282385847121308,632.4415135136818,213303.20533591788,1322.692978370617,N,PU,S,R,1,N,WELLS FARGO,5.314042329929003,09,2024-09-13
LOAN_003302,321662.4975404619,66.84134919730114,43.65832288789875,690.560004790608,352511.7854414495,670.1499145476561,N,SF,P,R,2,N,WELLS FARGO,5.503720442898599,03,2024-08-18
LOAN_003303,197424.73163597228,87.38779004741565,26.916856307901526,631.7120832651276,209897.6593185684,2034.3551133982228,N,SF,P,P,1,N,CHASE,4.751033290339989,03,2024-03-18
LOAN_003304,410082.1398422605,47.057046203231465,22.215084348816514,576.2843776072309,243710.44818116075,1784.4389178045612,N,SF,P,P,3,Y,QUICKEN,3.8813670468279047,03,2024-08-08
LOAN_003305,406137.09648731333,66.97841615913295,40.79277692746526,850.0,214946.12212697585,1748.961015569665,N,SF,P,P,1,N,CHASE,3.635197514447597,03,2024-10-25
LOAN_003306,353200.6198821943,67.72566682683578,29.489455872399418,723.9125439420314,171388.78825553277,2115.882937000393,N,SF,P,P,2,N,QUICKEN,4.207295333580903,03,2024-05-04
LOAN_003307,336166.1061247017,50.45547322350811,48.991853208368696,850.0,167575.90037284506,932.2942139235713,N,SF,P,P,2,N,WELLS FARGO,5.6489771116630765,03,2024-06-16
LOAN_003308,476118.8124867374,97.42096510903956,21.47111956113249,652.8569250662013,274698.26620247244,812.3173255208305,N,SF,P,P,2,N,WELLS FARGO,6.075796004999148,06,2024-07-25
LOAN_003309,299968.63273882255,54.611980970050155,12.683424760273454,685.6953113036792,247888.88370207752,2120.683606498882,N,SF,P,C,1,N,CHASE,6.182104096821997,03,2024-10-27
LOAN_003310,181812.5874579199,66.17489914038471,27.195617188338584,657.9704790594316,311001.3264431621,1464.829290216138,N,SF,P,P,2,N,QUICKEN,4.2294615945928,03,2024-01-07
